Date,City,State,Zone,PM2_5,PM10,NO2,SO2,CO,O3,AQI,AQI_Bucket
2020-07-13,Chandigarh,Punjab,North,47.5,91.9,55.4,16.2,3.45,70.0,122,Moderate
2020-07-15,Chandigarh,Punjab,North,63.8,108.4,13.8,36.6,1.41,57.7,116,Moderate
2020-07-17,Chandigarh,Punjab,North,32.2,53.2,79.3,31.4,3.33,52.3,73,Satisfactory
2020-07-17,Chandigarh,Punjab,North,57.0,98.4,34.8,10.6,3.29,56.5,122,Moderate
2020-07-17,Chandigarh,Punjab,North,44.0,82.1,64.9,14.8,2.43,17.7,111,Moderate
2020-07-20,Chandigarh,Punjab,North,55.8,117.2,19.0,9.9,1.38,41.9,121,Moderate
2020-07-26,Chandigarh,Punjab,North,48.2,78.2,86.5,32.0,1.87,64.3,130,Moderate
2020-08-01,Chandigarh,Punjab,North,37.8,63.5,43.7,43.1,2.53,71.7,94,Satisfactory
2020-08-07,Chandigarh,Punjab,North,34.2,71.1,37.3,16.2,2.2,60.8,96,Satisfactory
2020-08-10,Chandigarh,Punjab,North,40.4,80.3,73.5,19.3,3.06,73.9,106,Moderate
2020-08-12,Chandigarh,Punjab,North,40.9,69.0,40.5,5.6,2.12,70.3,80,Satisfactory
2020-08-13,Chandigarh,Punjab,North,51.5,95.8,16.9,38.1,2.98,73.7,103,Moderate
2020-08-17,Chandigarh,Punjab,North,47.9,82.5,14.4,47.7,2.29,17.3,88,Satisfactory
2020-08-27,Chandigarh,Punjab,North,35.6,61.6,19.7,8.3,1.8,76.9,89,Satisfactory
2020-09-07,Chandigarh,Punjab,North,67.2,110.4,64.4,5.9,0.47,46.1,147,Moderate
2020-09-15,Chandigarh,Punjab,North,45.0,71.3,65.5,20.3,3.5,73.1,117,Moderate
2020-09-17,Chandigarh,Punjab,North,47.5,104.4,14.9,24.5,0.48,23.7,93,Satisfactory
2020-09-22,Chandigarh,Punjab,North,45.3,71.5,85.7,28.9,1.28,37.8,106,Moderate
2020-09-22,Chandigarh,Punjab,North,37.5,59.1,62.7,6.3,1.9,32.7,89,Satisfactory
2020-09-28,Chandigarh,Punjab,North,31.4,48.4,74.9,15.3,1.18,54.0,62,Satisfactory
2020-10-06,Chandigarh,Punjab,North,48.5,104.6,58.1,41.7,3.36,67.7,112,Moderate
2020-10-08,Chandigarh,Punjab,North,50.5,99.7,56.1,39.1,2.7,70.5,127,Moderate
2020-10-08,Chandigarh,Punjab,North,54.7,116.2,82.1,15.1,2.73,21.7,130,Moderate
2020-10-09,Chandigarh,Punjab,North,76.6,131.2,19.4,12.4,3.39,65.3,150,Moderate
2020-10-25,Chandigarh,Punjab,North,75.9,118.6,13.2,24.3,2.97,41.6,144,Moderate
2020-10-28,Chandigarh,Punjab,North,64.3,138.7,33.5,46.2,2.92,41.9,179,Moderate
2020-10-29,Chandigarh,Punjab,North,54.7,112.6,21.0,15.0,2.19,32.2,153,Moderate
2020-11-04,Chandigarh,Punjab,North,139.3,248.1,82.7,33.7,2.78,39.0,289,Poor
2020-11-08,Chandigarh,Punjab,North,113.4,177.2,21.7,34.8,2.08,65.3,225,Poor
2020-11-10,Chandigarh,Punjab,North,94.2,162.5,14.6,37.3,0.46,19.2,209,Poor
2020-11-12,Chandigarh,Punjab,North,88.8,162.3,56.6,42.1,0.87,54.6,234,Poor
2020-11-23,Chandigarh,Punjab,North,67.6,111.7,71.5,17.2,0.41,79.8,181,Moderate
2020-11-25,Chandigarh,Punjab,North,102.4,199.7,41.9,49.3,0.81,63.0,216,Poor
2020-11-26,Chandigarh,Punjab,North,70.3,111.9,17.2,48.2,3.48,73.4,171,Moderate
2020-11-29,Chandigarh,Punjab,North,114.3,225.7,47.1,24.7,3.05,18.3,274,Poor
2020-11-30,Chandigarh,Punjab,North,89.0,187.9,53.7,8.0,1.97,66.3,209,Poor
2020-12-06,Chandigarh,Punjab,North,87.9,166.9,19.3,26.6,2.63,25.7,244,Poor
2020-12-12,Chandigarh,Punjab,North,93.5,155.1,29.5,45.2,2.05,46.4,217,Poor
2020-12-14,Chandigarh,Punjab,North,94.4,145.8,64.6,39.8,3.33,41.6,220,Poor
2020-12-15,Chandigarh,Punjab,North,87.7,131.9,34.9,16.2,1.35,78.3,234,Poor
2020-12-21,Chandigarh,Punjab,North,122.9,220.1,64.3,29.7,1.25,57.0,257,Poor
2020-12-23,Chandigarh,Punjab,North,84.0,171.5,75.6,16.0,2.45,21.2,193,Moderate
2020-12-26,Chandigarh,Punjab,North,87.3,142.0,11.1,9.9,2.66,15.3,241,Poor
2020-12-27,Chandigarh,Punjab,North,84.8,183.4,11.6,41.5,1.99,55.2,192,Moderate
2020-12-31,Chandigarh,Punjab,North,102.5,186.2,83.5,17.8,2.45,22.3,221,Poor
2021-01-09,Chandigarh,Punjab,North,96.3,184.5,53.5,16.3,1.24,70.8,216,Poor
2021-01-10,Chandigarh,Punjab,North,92.0,173.7,42.3,47.2,2.84,43.2,247,Poor
2021-01-11,Chandigarh,Punjab,North,135.6,230.8,86.9,22.5,1.6,37.1,248,Poor
2021-01-11,Chandigarh,Punjab,North,80.8,166.4,82.2,18.8,3.12,18.6,214,Poor
2021-01-16,Chandigarh,Punjab,North,94.4,199.6,85.5,11.7,1.83,78.8,233,Poor
2021-01-20,Chandigarh,Punjab,North,124.7,247.7,55.9,10.4,0.91,68.3,245,Poor
2021-02-04,Chandigarh,Punjab,North,107.3,204.6,23.0,14.9,1.13,43.0,237,Poor
2021-02-05,Chandigarh,Punjab,North,120.8,260.3,62.8,49.3,0.98,62.5,224,Poor
2021-02-11,Chandigarh,Punjab,North,98.9,155.3,79.2,6.2,3.22,34.9,247,Poor
2021-02-12,Chandigarh,Punjab,North,106.5,197.9,16.3,13.8,2.02,66.9,235,Poor
2021-02-16,Chandigarh,Punjab,North,102.2,194.2,86.2,28.3,2.94,50.6,238,Poor
2021-02-17,Chandigarh,Punjab,North,89.6,197.0,22.7,47.6,2.96,78.2,202,Poor
2021-03-04,Chandigarh,Punjab,North,67.8,137.6,18.8,42.7,2.12,59.8,146,Moderate
2021-03-08,Chandigarh,Punjab,North,56.4,122.0,54.2,46.6,0.86,44.8,148,Moderate
2021-03-11,Chandigarh,Punjab,North,62.7,107.0,63.4,29.7,3.27,17.4,137,Moderate
2021-03-12,Chandigarh,Punjab,North,71.0,122.1,18.3,30.2,1.16,24.6,172,Moderate
2021-03-15,Chandigarh,Punjab,North,77.0,122.2,59.4,49.0,1.06,55.3,155,Moderate
2021-03-25,Chandigarh,Punjab,North,65.8,133.0,23.5,13.5,1.83,33.6,165,Moderate
2021-03-28,Chandigarh,Punjab,North,70.3,137.5,68.9,40.9,0.86,17.5,156,Moderate
2021-03-29,Chandigarh,Punjab,North,69.3,138.4,56.9,21.1,2.19,37.2,144,Moderate
2021-04-01,Chandigarh,Punjab,North,64.3,107.9,14.0,13.0,0.69,47.1,153,Moderate
2021-04-06,Chandigarh,Punjab,North,90.3,161.7,61.3,35.2,1.2,63.0,180,Moderate
2021-04-17,Chandigarh,Punjab,North,53.1,106.6,48.3,7.8,0.45,28.9,116,Moderate
2021-04-19,Chandigarh,Punjab,North,60.4,115.0,72.9,36.2,1.99,76.7,147,Moderate
2021-04-20,Chandigarh,Punjab,North,48.2,83.3,79.8,23.1,1.56,56.7,106,Moderate
2021-04-25,Chandigarh,Punjab,North,78.9,126.8,85.1,40.8,1.19,52.7,162,Moderate
2021-04-25,Chandigarh,Punjab,North,66.8,115.4,86.5,43.1,0.91,50.4,169,Moderate
2021-04-26,Chandigarh,Punjab,North,97.9,178.5,85.8,49.0,1.07,19.3,185,Moderate
2021-04-30,Chandigarh,Punjab,North,61.1,131.7,69.0,30.5,2.47,49.6,152,Moderate
2021-04-30,Chandigarh,Punjab,North,73.8,128.7,52.0,44.2,0.54,75.5,153,Moderate
2021-05-07,Chandigarh,Punjab,North,52.5,102.9,83.5,23.0,1.0,32.6,128,Moderate
2021-05-13,Chandigarh,Punjab,North,66.6,120.4,60.7,19.1,2.99,17.6,135,Moderate
2021-05-18,Chandigarh,Punjab,North,56.1,87.2,18.5,5.7,1.71,26.6,143,Moderate
2021-05-21,Chandigarh,Punjab,North,63.3,100.1,59.0,47.2,2.45,20.0,146,Moderate
2021-05-22,Chandigarh,Punjab,North,67.4,143.1,76.7,20.7,2.98,49.7,175,Moderate
2021-05-22,Chandigarh,Punjab,North,70.4,115.4,15.4,20.2,0.65,50.1,173,Moderate
2021-05-31,Chandigarh,Punjab,North,86.8,135.2,61.4,35.9,1.55,71.9,186,Moderate
2021-06-02,Chandigarh,Punjab,North,33.5,57.3,29.1,26.8,3.0,30.7,79,Satisfactory
2021-06-13,Chandigarh,Punjab,North,60.0,123.2,21.4,6.0,0.79,63.1,116,Moderate
2021-06-15,Chandigarh,Punjab,North,57.0,120.2,51.7,37.2,2.13,67.8,104,Moderate
2021-06-17,Chandigarh,Punjab,North,47.5,80.2,40.4,27.7,1.88,67.8,114,Moderate
2021-06-28,Chandigarh,Punjab,North,49.5,86.5,72.8,14.3,1.0,67.7,96,Satisfactory
2021-06-29,Chandigarh,Punjab,North,43.7,83.8,62.4,37.7,3.46,45.4,111,Moderate
2021-06-30,Chandigarh,Punjab,North,44.6,80.3,79.8,42.9,0.98,67.2,111,Moderate
2021-07-02,Chandigarh,Punjab,North,43.8,90.9,12.9,49.4,3.32,52.1,96,Satisfactory
2021-07-04,Chandigarh,Punjab,North,65.4,109.8,55.8,36.2,1.72,65.9,125,Moderate
2021-07-07,Chandigarh,Punjab,North,53.1,82.9,23.7,28.3,1.06,33.4,145,Moderate
2021-07-07,Chandigarh,Punjab,North,63.1,106.2,52.5,43.4,2.12,60.3,133,Moderate
2021-07-16,Chandigarh,Punjab,North,49.3,89.4,87.9,49.6,2.42,23.3,110,Moderate
2021-07-17,Chandigarh,Punjab,North,58.5,115.5,25.5,14.4,1.9,57.4,119,Moderate
2021-07-21,Chandigarh,Punjab,North,33.4,65.4,63.4,16.7,0.51,58.2,90,Satisfactory
2021-07-22,Chandigarh,Punjab,North,32.3,61.6,53.7,30.5,1.85,24.2,89,Satisfactory
2021-07-23,Chandigarh,Punjab,North,41.1,81.9,66.7,28.0,3.26,24.5,102,Moderate
2021-07-24,Chandigarh,Punjab,North,45.7,79.7,61.5,24.0,2.92,43.1,99,Satisfactory
2021-08-07,Chandigarh,Punjab,North,49.3,107.7,76.2,14.7,1.27,20.4,112,Moderate
2021-08-08,Chandigarh,Punjab,North,59.9,89.9,50.2,23.9,2.05,61.5,142,Moderate
2021-08-17,Chandigarh,Punjab,North,52.8,99.8,66.7,11.0,2.92,54.4,130,Moderate
2021-08-17,Chandigarh,Punjab,North,81.3,177.4,56.9,29.8,3.2,15.4,150,Moderate
2021-08-18,Chandigarh,Punjab,North,53.0,98.0,76.9,29.7,0.72,55.0,98,Satisfactory
2021-08-20,Chandigarh,Punjab,North,38.4,63.9,68.9,5.4,2.07,66.6,94,Satisfactory
2021-08-23,Chandigarh,Punjab,North,45.5,74.3,45.3,31.3,2.93,79.2,124,Moderate
2021-08-24,Chandigarh,Punjab,North,39.1,66.2,36.4,48.4,3.5,15.1,78,Satisfactory
2021-08-29,Chandigarh,Punjab,North,66.6,106.8,37.9,14.8,1.31,33.7,134,Moderate
2021-08-30,Chandigarh,Punjab,North,39.4,64.4,63.1,9.4,3.41,71.4,110,Moderate
2021-09-02,Chandigarh,Punjab,North,56.7,122.0,84.4,5.4,3.26,18.5,109,Moderate
2021-09-06,Chandigarh,Punjab,North,61.0,116.1,58.2,39.1,2.78,30.6,122,Moderate
2021-09-08,Chandigarh,Punjab,North,42.0,79.6,85.4,17.0,3.3,67.3,93,Satisfactory
2021-09-08,Chandigarh,Punjab,North,34.3,58.1,44.1,30.7,2.52,19.9,87,Satisfactory
2021-09-14,Chandigarh,Punjab,North,44.4,79.7,67.7,27.5,3.05,52.2,113,Moderate
2021-09-15,Chandigarh,Punjab,North,43.8,96.1,20.4,40.8,1.62,47.0,122,Moderate
2021-09-17,Chandigarh,Punjab,North,54.8,114.5,34.3,7.3,0.41,69.9,114,Moderate
2021-09-18,Chandigarh,Punjab,North,61.5,105.1,10.9,18.5,2.19,39.4,117,Moderate
2021-09-20,Chandigarh,Punjab,North,44.6,82.0,20.7,8.6,2.66,47.3,101,Moderate
2021-09-23,Chandigarh,Punjab,North,34.7,68.1,10.9,18.4,3.21,21.1,93,Satisfactory
2021-09-24,Chandigarh,Punjab,North,44.0,73.9,64.8,31.7,2.43,18.3,86,Satisfactory
2021-09-29,Chandigarh,Punjab,North,40.2,61.9,34.4,12.1,0.94,64.4,107,Moderate
2021-10-04,Chandigarh,Punjab,North,68.0,122.0,14.0,6.8,2.18,40.5,127,Moderate
2021-10-04,Chandigarh,Punjab,North,67.3,130.6,43.4,11.5,0.69,16.1,143,Moderate
2021-10-04,Chandigarh,Punjab,North,70.3,122.3,30.0,48.2,0.53,18.7,179,Moderate
2021-10-09,Chandigarh,Punjab,North,61.1,129.5,76.2,43.9,2.17,57.0,117,Moderate
2021-10-10,Chandigarh,Punjab,North,39.6,83.5,63.7,9.5,2.46,54.8,113,Moderate
2021-10-11,Chandigarh,Punjab,North,80.1,158.7,73.4,31.2,3.22,76.2,178,Moderate
2021-10-19,Chandigarh,Punjab,North,79.1,141.5,11.5,15.6,2.22,77.5,144,Moderate
2021-10-20,Chandigarh,Punjab,North,66.5,109.8,84.3,39.0,3.3,68.9,170,Moderate
2021-10-22,Chandigarh,Punjab,North,59.4,122.4,69.2,24.2,1.43,35.6,136,Moderate
2021-10-22,Chandigarh,Punjab,North,75.8,137.9,12.4,17.0,2.66,48.3,155,Moderate
2021-10-25,Chandigarh,Punjab,North,43.3,93.5,36.5,40.3,3.07,19.6,104,Moderate
2021-10-26,Chandigarh,Punjab,North,80.8,135.7,45.5,34.7,1.76,60.3,159,Moderate
2021-10-27,Chandigarh,Punjab,North,59.0,115.5,80.9,22.3,0.78,15.8,150,Moderate
2021-10-29,Chandigarh,Punjab,North,76.0,123.0,10.8,15.7,1.13,42.4,141,Moderate
2021-11-09,Chandigarh,Punjab,North,85.9,181.2,68.3,25.7,3.29,75.3,212,Poor
2021-11-09,Chandigarh,Punjab,North,106.1,190.3,79.1,14.8,0.97,61.9,268,Poor
2021-11-12,Chandigarh,Punjab,North,80.9,173.4,49.1,44.1,3.06,68.0,226,Poor
2021-11-12,Chandigarh,Punjab,North,96.8,195.6,24.6,17.9,2.64,20.0,222,Poor
2021-11-15,Chandigarh,Punjab,North,108.5,209.2,25.5,26.3,2.51,56.2,212,Poor
2021-11-20,Chandigarh,Punjab,North,129.6,212.3,74.8,12.3,1.82,21.5,236,Poor
2021-11-21,Chandigarh,Punjab,North,137.5,297.6,53.1,46.8,2.65,32.2,265,Poor
2021-12-01,Chandigarh,Punjab,North,109.3,199.9,87.7,29.0,1.98,55.5,207,Poor
2021-12-03,Chandigarh,Punjab,North,119.9,252.4,60.8,47.3,3.47,52.1,218,Poor
2021-12-07,Chandigarh,Punjab,North,116.3,219.0,36.8,35.2,2.3,51.4,221,Poor
2021-12-11,Chandigarh,Punjab,North,115.0,236.6,87.4,42.3,3.1,46.5,255,Poor
2021-12-12,Chandigarh,Punjab,North,76.4,166.0,24.6,19.0,1.98,71.1,184,Moderate
2021-12-16,Chandigarh,Punjab,North,84.0,149.4,23.3,25.8,1.69,79.4,208,Poor
2021-12-23,Chandigarh,Punjab,North,100.6,187.5,33.6,5.7,1.08,33.3,230,Poor
2021-12-23,Chandigarh,Punjab,North,117.8,258.9,11.5,29.3,2.57,52.9,230,Poor
2021-12-24,Chandigarh,Punjab,North,108.8,212.7,70.4,29.9,3.31,78.5,241,Poor
2021-12-25,Chandigarh,Punjab,North,104.5,192.9,24.0,38.0,1.52,27.1,232,Poor
2021-12-28,Chandigarh,Punjab,North,103.3,187.9,54.3,10.5,2.89,66.0,216,Poor
2021-12-28,Chandigarh,Punjab,North,95.4,196.7,32.3,17.4,2.99,24.6,212,Poor
2021-12-30,Chandigarh,Punjab,North,94.6,161.7,35.0,40.0,0.42,63.7,216,Poor
2022-01-02,Chandigarh,Punjab,North,83.7,158.5,85.5,5.2,1.14,76.0,219,Poor
2022-01-09,Chandigarh,Punjab,North,106.2,174.2,33.0,12.3,1.17,29.6,227,Poor
2022-01-09,Chandigarh,Punjab,North,94.4,165.8,43.6,19.5,2.13,40.3,227,Poor
2022-01-15,Chandigarh,Punjab,North,104.2,167.2,85.7,27.8,3.27,36.9,200,Moderate
2022-01-16,Chandigarh,Punjab,North,98.5,166.4,22.8,19.0,1.98,18.8,225,Poor
2022-01-19,Chandigarh,Punjab,North,96.8,178.4,49.2,15.5,2.16,51.6,240,Poor
2022-01-24,Chandigarh,Punjab,North,103.5,177.4,10.3,20.9,1.65,62.7,220,Poor
2022-01-28,Chandigarh,Punjab,North,90.0,195.0,36.0,17.7,0.92,40.5,203,Poor
2022-01-29,Chandigarh,Punjab,North,124.0,219.2,59.1,41.6,0.48,44.3,260,Poor
2022-02-07,Chandigarh,Punjab,North,103.9,223.4,62.6,10.1,0.85,32.7,258,Poor
2022-02-08,Chandigarh,Punjab,North,86.6,146.6,73.8,48.8,1.48,17.5,213,Poor
2022-02-09,Chandigarh,Punjab,North,97.0,199.1,82.1,39.2,1.46,62.3,206,Poor
2022-02-12,Chandigarh,Punjab,North,98.8,196.0,80.7,27.3,1.37,64.0,217,Poor
2022-02-15,Chandigarh,Punjab,North,90.9,139.0,59.5,15.8,0.93,78.8,235,Poor
2022-02-22,Chandigarh,Punjab,North,101.3,195.5,48.6,43.7,1.15,40.9,192,Moderate
2022-02-25,Chandigarh,Punjab,North,95.8,163.1,55.9,43.1,3.3,32.5,233,Poor
2022-02-25,Chandigarh,Punjab,North,119.5,244.3,23.2,17.0,1.99,15.9,240,Poor
2022-02-26,Chandigarh,Punjab,North,113.4,244.0,48.7,14.7,3.18,52.2,272,Poor
2022-03-06,Chandigarh,Punjab,North,75.2,115.2,85.7,42.9,1.32,20.0,157,Moderate
2022-03-07,Chandigarh,Punjab,North,69.9,150.1,80.0,20.4,1.41,17.3,137,Moderate
2022-03-07,Chandigarh,Punjab,North,66.0,108.0,40.8,23.8,1.1,56.6,150,Moderate
2022-03-07,Chandigarh,Punjab,North,63.2,132.7,28.6,24.1,1.78,69.1,141,Moderate
2022-03-08,Chandigarh,Punjab,North,53.8,82.7,81.2,16.0,2.48,66.9,114,Moderate
2022-03-20,Chandigarh,Punjab,North,77.5,155.7,69.4,24.1,1.47,39.1,148,Moderate
2022-03-20,Chandigarh,Punjab,North,58.5,127.5,10.4,45.6,1.74,58.2,122,Moderate
2022-03-20,Chandigarh,Punjab,North,82.5,180.6,69.0,16.2,1.13,65.3,198,Moderate
2022-03-21,Chandigarh,Punjab,North,60.0,107.6,69.8,41.4,1.41,60.8,121,Moderate
2022-03-24,Chandigarh,Punjab,North,79.7,129.0,22.0,48.7,2.0,64.3,147,Moderate
2022-03-29,Chandigarh,Punjab,North,58.0,102.6,60.5,6.7,0.66,15.3,149,Moderate
2022-03-29,Chandigarh,Punjab,North,86.7,140.7,16.2,10.7,2.65,16.0,198,Moderate
2022-03-31,Chandigarh,Punjab,North,88.0,183.1,32.9,13.3,3.41,61.6,179,Moderate
2022-03-31,Chandigarh,Punjab,North,44.9,70.3,28.6,24.2,2.89,37.8,122,Moderate
2022-03-31,Chandigarh,Punjab,North,66.9,133.0,88.1,39.3,2.53,40.5,139,Moderate
2022-04-01,Chandigarh,Punjab,North,77.1,141.3,87.9,27.9,3.22,17.8,184,Moderate
2022-04-07,Chandigarh,Punjab,North,66.6,122.3,48.6,35.8,0.76,21.7,179,Moderate
2022-04-12,Chandigarh,Punjab,North,46.7,96.8,65.1,28.8,1.66,73.2,131,Moderate
2022-04-13,Chandigarh,Punjab,North,75.1,113.4,69.5,20.2,1.73,51.5,187,Moderate
2022-04-19,Chandigarh,Punjab,North,52.5,93.9,53.7,24.6,2.72,68.8,145,Moderate
2022-04-27,Chandigarh,Punjab,North,76.7,155.8,74.0,36.8,0.41,15.1,165,Moderate
2022-04-29,Chandigarh,Punjab,North,61.8,103.3,63.7,48.9,1.57,29.9,162,Moderate
2022-05-02,Chandigarh,Punjab,North,68.2,142.2,26.9,14.0,2.78,36.3,165,Moderate
2022-05-08,Chandigarh,Punjab,North,74.0,118.1,57.3,19.2,0.56,76.7,162,Moderate
2022-05-08,Chandigarh,Punjab,North,60.8,115.3,73.8,24.7,3.38,32.7,143,Moderate
2022-05-10,Chandigarh,Punjab,North,73.2,128.1,45.8,48.4,1.57,31.8,159,Moderate
2022-05-13,Chandigarh,Punjab,North,75.5,145.0,79.2,37.7,2.46,66.3,197,Moderate
2022-05-15,Chandigarh,Punjab,North,88.1,151.9,82.5,13.6,2.31,41.4,202,Poor
2022-05-16,Chandigarh,Punjab,North,59.0,117.1,51.8,36.9,1.46,42.3,162,Moderate
2022-05-18,Chandigarh,Punjab,North,72.5,139.8,50.7,16.2,1.74,55.3,140,Moderate
2022-05-20,Chandigarh,Punjab,North,61.3,109.1,79.2,42.8,3.21,69.7,139,Moderate
2022-05-22,Chandigarh,Punjab,North,78.8,141.7,20.5,44.9,1.79,27.7,173,Moderate
2022-05-28,Chandigarh,Punjab,North,52.8,80.7,82.4,41.8,2.65,54.6,117,Moderate
2022-05-29,Chandigarh,Punjab,North,46.5,92.8,26.6,37.5,0.42,35.3,131,Moderate
2022-06-02,Chandigarh,Punjab,North,31.3,67.8,36.2,46.8,2.92,36.8,87,Satisfactory
2022-06-03,Chandigarh,Punjab,North,40.0,70.3,74.4,34.6,1.88,29.7,103,Moderate
2022-06-04,Chandigarh,Punjab,North,34.3,52.5,66.5,18.1,1.16,36.1,80,Satisfactory
2022-06-07,Chandigarh,Punjab,North,23.6,40.5,18.1,15.6,0.67,41.1,62,Satisfactory
2022-06-08,Chandigarh,Punjab,North,41.4,70.7,67.4,8.8,2.92,61.7,107,Moderate
2022-06-09,Chandigarh,Punjab,North,62.9,136.0,25.8,44.4,2.58,44.5,115,Moderate
2022-06-12,Chandigarh,Punjab,North,47.9,96.6,37.3,50.0,3.03,31.9,95,Satisfactory
2022-06-19,Chandigarh,Punjab,North,34.8,63.6,44.0,18.0,0.93,64.5,88,Satisfactory
2022-06-24,Chandigarh,Punjab,North,47.2,84.3,12.4,39.5,3.19,22.8,93,Satisfactory
2022-06-26,Chandigarh,Punjab,North,32.3,68.0,43.7,38.0,1.31,36.7,85,Satisfactory
2022-06-26,Chandigarh,Punjab,North,44.6,88.1,84.1,31.7,2.48,35.2,99,Satisfactory
2022-06-27,Chandigarh,Punjab,North,41.8,81.1,67.3,13.3,0.86,18.1,113,Moderate
2022-06-28,Chandigarh,Punjab,North,47.7,91.3,38.9,9.1,3.24,23.9,118,Moderate
2022-06-29,Chandigarh,Punjab,North,43.8,80.0,43.6,45.0,1.76,19.9,94,Satisfactory
2022-06-29,Chandigarh,Punjab,North,63.1,105.2,87.6,31.9,1.14,47.3,120,Moderate
2022-07-05,Chandigarh,Punjab,North,51.8,80.8,84.9,22.0,2.19,66.5,127,Moderate
2022-07-06,Chandigarh,Punjab,North,40.2,84.4,63.4,24.6,3.35,61.8,87,Satisfactory
2022-07-06,Chandigarh,Punjab,North,38.3,68.0,26.6,44.1,2.16,47.3,99,Satisfactory
2022-07-09,Chandigarh,Punjab,North,39.9,84.5,75.8,30.5,2.29,37.5,108,Moderate
2022-07-10,Chandigarh,Punjab,North,44.7,86.1,10.5,49.5,1.53,70.1,101,Moderate
2022-07-10,Chandigarh,Punjab,North,29.3,59.6,36.5,15.1,2.81,24.3,82,Satisfactory
2022-07-12,Chandigarh,Punjab,North,37.7,61.4,48.7,13.5,2.58,20.2,84,Satisfactory
2022-07-15,Chandigarh,Punjab,North,56.0,119.0,56.1,47.0,1.4,38.8,104,Moderate
2022-07-20,Chandigarh,Punjab,North,74.8,123.4,63.5,38.2,2.7,47.8,141,Moderate
2022-07-24,Chandigarh,Punjab,North,52.5,80.2,42.2,34.2,2.56,56.5,111,Moderate
2022-08-01,Chandigarh,Punjab,North,37.8,72.4,70.7,13.6,2.16,67.9,103,Moderate
2022-08-02,Chandigarh,Punjab,North,51.6,88.8,41.1,24.6,0.63,47.4,119,Moderate
2022-08-02,Chandigarh,Punjab,North,62.1,116.4,15.9,42.9,3.38,41.4,125,Moderate
2022-08-08,Chandigarh,Punjab,North,59.4,104.3,22.5,28.7,2.11,61.1,162,Moderate
2022-08-17,Chandigarh,Punjab,North,47.1,75.1,87.8,44.7,1.66,73.1,96,Satisfactory
2022-08-21,Chandigarh,Punjab,North,31.9,67.1,27.5,9.6,2.32,26.3,72,Satisfactory
2022-08-22,Chandigarh,Punjab,North,45.2,84.8,64.2,35.7,2.35,32.3,94,Satisfactory
2022-08-24,Chandigarh,Punjab,North,37.9,66.0,61.9,44.7,0.97,69.6,94,Satisfactory
2022-08-24,Chandigarh,Punjab,North,50.6,105.9,13.6,23.9,1.76,50.0,112,Moderate
2022-09-04,Chandigarh,Punjab,North,41.0,66.4,29.7,24.4,1.43,53.1,82,Satisfactory
2022-09-05,Chandigarh,Punjab,North,33.8,59.2,15.4,12.4,0.8,43.3,68,Satisfactory
2022-09-05,Chandigarh,Punjab,North,63.4,95.9,76.9,26.5,2.01,41.7,129,Moderate
2022-09-09,Chandigarh,Punjab,North,28.8,61.0,24.7,7.7,1.6,51.7,60,Satisfactory
2022-09-13,Chandigarh,Punjab,North,67.7,128.0,73.1,25.5,1.92,50.5,127,Moderate
2022-09-16,Chandigarh,Punjab,North,66.4,123.7,17.5,12.5,1.4,21.7,121,Moderate
2022-09-18,Chandigarh,Punjab,North,51.7,107.6,74.0,49.9,1.2,19.0,125,Moderate
2022-09-20,Chandigarh,Punjab,North,44.9,75.9,31.9,10.1,0.75,37.6,95,Satisfactory
2022-09-23,Chandigarh,Punjab,North,62.1,100.2,15.6,33.9,0.48,53.1,129,Moderate
2022-09-25,Chandigarh,Punjab,North,50.5,108.9,86.4,28.8,2.4,66.7,127,Moderate
2022-09-28,Chandigarh,Punjab,North,56.5,88.9,57.8,33.0,2.77,75.7,128,Moderate
2022-10-10,Chandigarh,Punjab,North,73.1,115.8,31.5,19.6,3.38,48.3,143,Moderate
2022-10-11,Chandigarh,Punjab,North,46.9,86.2,31.5,17.9,2.44,78.0,120,Moderate
2022-10-11,Chandigarh,Punjab,North,78.4,153.4,83.6,42.4,2.59,35.4,157,Moderate
2022-10-12,Chandigarh,Punjab,North,73.7,132.7,70.0,46.1,2.17,26.8,144,Moderate
2022-10-12,Chandigarh,Punjab,North,66.3,113.8,88.5,14.9,0.74,24.3,146,Moderate
2022-10-13,Chandigarh,Punjab,North,63.2,107.0,28.2,16.3,2.66,35.8,133,Moderate
2022-10-14,Chandigarh,Punjab,North,59.5,110.6,59.0,43.1,0.5,25.7,143,Moderate
2022-10-14,Chandigarh,Punjab,North,60.0,124.4,27.1,14.5,2.74,57.0,129,Moderate
2022-10-21,Chandigarh,Punjab,North,74.8,159.8,51.9,32.4,3.49,34.4,141,Moderate
2022-10-27,Chandigarh,Punjab,North,39.7,61.3,39.3,30.9,1.83,26.8,79,Satisfactory
2022-10-27,Chandigarh,Punjab,North,51.3,97.4,10.5,34.4,2.01,79.8,115,Moderate
2022-10-28,Chandigarh,Punjab,North,70.4,154.1,44.8,45.4,1.04,22.7,145,Moderate
2022-10-31,Chandigarh,Punjab,North,73.1,124.5,63.1,24.2,3.16,69.9,143,Moderate
2022-10-31,Chandigarh,Punjab,North,67.3,136.4,44.7,29.6,0.59,20.8,143,Moderate
2022-10-31,Chandigarh,Punjab,North,76.4,139.1,15.4,18.2,1.73,53.5,140,Moderate
